Code,Source,Exchange,Symbol,Depth,Rule,Name,Method,Data Start Date
SCF/CME_NG1_FR,SCF,CME,NG,1,FR,NYMEX Natural Gas,"Roll on First Day of Month, Backwards Ratio Method",22/05/1990
SCF/CME_NG1_FW,SCF,CME,NG,1,FW,NYMEX Natural Gas,"Roll on First Day of Month, Calendar-Weighted Method",22/05/1990
SCF/CME_NG1_OB,SCF,CME,NG,1,OB,NYMEX Natural Gas,"Roll on Open Interest Switch, Backwards Panama Canal Method",22/05/1990
SCF/CME_NG1_OF,SCF,CME,NG,1,OF,NYMEX Natural Gas,"Roll on Open Interest Switch, Forwards Panama Canal Method",22/05/1990
SCF/CME_NG1_ON,SCF,CME,NG,1,ON,NYMEX Natural Gas,"Roll on Open Interest Switch, No Price Adjustment",22/05/1990
SCF/CME_NG1_OR,SCF,CME,NG,1,OR,NYMEX Natural Gas,"Roll on Open Interest Switch, Backwards Ratio Method",22/05/1990
SCF/CME_NG2_EB,SCF,CME,NG,2,EB,NYMEX Natural Gas,"Roll on Last Trading Day, Backwards Panama Canal Method",22/05/1990
SCF/CME_NG2_EF,SCF,CME,NG,2,EF,NYMEX Natural Gas,"Roll on Last Trading Day, Forwards Panama Canal Method",22/05/1990
SCF/CME_NG2_EN,SCF,CME,NG,2,EN,NYMEX Natural Gas,"Roll on Last Trading Day, No Price Adjustment",22/05/1990
SCF/CME_NG2_ER,SCF,CME,NG,2,ER,NYMEX Natural Gas,"Roll on Last Trading Day, Backwards Ratio Method",22/05/1990
SCF/CME_NG2_EW,SCF,CME,NG,2,EW,NYMEX Natural Gas,"Roll on Last Trading Day, Calendar-Weighted Method",22/05/1990
SCF/CME_NG2_FB,SCF,CME,NG,2,FB,NYMEX Natural Gas,"Roll on First Day of Month, Backwards Panama Canal Method",22/05/1990
SCF/CME_NG2_FF,SCF,CME,NG,2,FF,NYMEX Natural Gas,"Roll on First Day of Month, Forwards Panama Canal Method",22/05/1990
SCF/CME_NG2_FN,SCF,CME,NG,2,FN,NYMEX Natural Gas,"Roll on First Day of Month, No Price Adjustment",22/05/1990
SCF/CME_NG2_FR,SCF,CME,NG,2,FR,NYMEX Natural Gas,"Roll on First Day of Month, Backwards Ratio Method",22/05/1990
SCF/CME_NG2_FW,SCF,CME,NG,2,FW,NYMEX Natural Gas,"Roll on First Day of Month, Calendar-Weighted Method",22/05/1990
SCF/CME_NG2_OB,SCF,CME,NG,2,OB,NYMEX Natural Gas,"Roll on Open Interest Switch, Backwards Panama Canal Method",22/05/1990
SCF/CME_NG2_OF,SCF,CME,NG,2,OF,NYMEX Natural Gas,"Roll on Open Interest Switch, Forwards Panama Canal Method",22/05/1990
SCF/CME_NG2_ON,SCF,CME,NG,2,ON,NYMEX Natural Gas,"Roll on Open Interest Switch, No Price Adjustment",22/05/1990
SCF/CME_NG2_OR,SCF,CME,NG,2,OR,NYMEX Natural Gas,"Roll on Open Interest Switch, Backwards Ratio Method",22/05/1990
SCF/CME_PA1_EB,SCF,CME,PA,1,EB,NYMEX Palladium,"Roll on Last Trading Day, Backwards Panama Canal Method",14/03/1977
SCF/CME_PA1_EF,SCF,CME,PA,1,EF,NYMEX Palladium,"Roll on Last Trading Day, Forwards Panama Canal Method",14/03/1977
SCF/CME_PA1_EN,SCF,CME,PA,1,EN,NYMEX Palladium,"Roll on Last Trading Day, No Price Adjustment",14/03/1977
SCF/CME_PA1_ER,SCF,CME,PA,1,ER,NYMEX Palladium,"Roll on Last Trading Day, Backwards Ratio Method",14/03/1977
SCF/CME_PA1_EW,SCF,CME,PA,1,EW,NYMEX Palladium,"Roll on Last Trading Day, Calendar-Weighted Method",14/03/1977
SCF/CME_PA1_FB,SCF,CME,PA,1,FB,NYMEX Palladium,"Roll on First Day of Month, Backwards Panama Canal Method",14/03/1977
SCF/CME_PA1_FF,SCF,CME,PA,1,FF,NYMEX Palladium,"Roll on First Day of Month, Forwards Panama Canal Method",14/03/1977
SCF/CME_PA1_FN,SCF,CME,PA,1,FN,NYMEX Palladium,"Roll on First Day of Month, No Price Adjustment",14/03/1977
SCF/CME_PA1_FR,SCF,CME,PA,1,FR,NYMEX Palladium,"Roll on First Day of Month, Backwards Ratio Method",14/03/1977
SCF/CME_PA1_FW,SCF,CME,PA,1,FW,NYMEX Palladium,"Roll on First Day of Month, Calendar-Weighted Method",14/03/1977
SCF/CME_PA1_OB,SCF,CME,PA,1,OB,NYMEX Palladium,"Roll on Open Interest Switch, Backwards Panama Canal Method",14/03/1977
SCF/CME_PA1_OF,SCF,CME,PA,1,OF,NYMEX Palladium,"Roll on Open Interest Switch, Forwards Panama Canal Method",14/03/1977
SCF/CME_PA1_ON,SCF,CME,PA,1,ON,NYMEX Palladium,"Roll on Open Interest Switch, No Price Adjustment",14/03/1977
SCF/CME_PA1_OR,SCF,CME,PA,1,OR,NYMEX Palladium,"Roll on Open Interest Switch, Backwards Ratio Method",14/03/1977
SCF/CME_PL1_EB,SCF,CME,PL,1,EB,NYMEX Platinum,"Roll on Last Trading Day, Backwards Panama Canal Method",14/01/1970
SCF/CME_PL1_EF,SCF,CME,PL,1,EF,NYMEX Platinum,"Roll on Last Trading Day, Forwards Panama Canal Method",14/01/1970
SCF/CME_PL1_EN,SCF,CME,PL,1,EN,NYMEX Platinum,"Roll on Last Trading Day, No Price Adjustment",14/01/1970
SCF/CME_PL1_ER,SCF,CME,PL,1,ER,NYMEX Platinum,"Roll on Last Trading Day, Backwards Ratio Method",14/01/1970
SCF/CME_PL1_EW,SCF,CME,PL,1,EW,NYMEX Platinum,"Roll on Last Trading Day, Calendar-Weighted Method",14/01/1970
SCF/CME_PL1_FB,SCF,CME,PL,1,FB,NYMEX Platinum,"Roll on First Day of Month, Backwards Panama Canal Method",14/01/1970
SCF/CME_PL1_FF,SCF,CME,PL,1,FF,NYMEX Platinum,"Roll on First Day of Month, Forwards Panama Canal Method",14/01/1970
SCF/CME_PL1_FN,SCF,CME,PL,1,FN,NYMEX Platinum,"Roll on First Day of Month, No Price Adjustment",14/01/1970
SCF/CME_PL1_FR,SCF,CME,PL,1,FR,NYMEX Platinum,"Roll on First Day of Month, Backwards Ratio Method",14/01/1970
SCF/CME_PL1_FW,SCF,CME,PL,1,FW,NYMEX Platinum,"Roll on First Day of Month, Calendar-Weighted Method",14/01/1970
SCF/CME_PL1_OB,SCF,CME,PL,1,OB,NYMEX Platinum,"Roll on Open Interest Switch, Backwards Panama Canal Method",14/01/1970
SCF/CME_PL1_OF,SCF,CME,PL,1,OF,NYMEX Platinum,"Roll on Open Interest Switch, Forwards Panama Canal Method",14/01/1970
SCF/CME_PL1_ON,SCF,CME,PL,1,ON,NYMEX Platinum,"Roll on Open Interest Switch, No Price Adjustment",14/01/1970
SCF/CME_PL1_OR,SCF,CME,PL,1,OR,NYMEX Platinum,"Roll on Open Interest Switch, Backwards Ratio Method",14/01/1970
SCF/CME_SI1_EB,SCF,CME,SI,1,EB,NYMEX Silver,"Roll on Last Trading Day, Backwards Panama Canal Method",30/03/1964
SCF/CME_SI1_EF,SCF,CME,SI,1,EF,NYMEX Silver,"Roll on Last Trading Day, Forwards Panama Canal Method",30/03/1964
SCF/CME_SI1_EN,SCF,CME,SI,1,EN,NYMEX Silver,"Roll on Last Trading Day, No Price Adjustment",30/03/1964
SCF/CME_SI1_ER,SCF,CME,SI,1,ER,NYMEX Silver,"Roll on Last Trading Day, Backwards Ratio Method",30/03/1964
SCF/CME_SI1_EW,SCF,CME,SI,1,EW,NYMEX Silver,"Roll on Last Trading Day, Calendar-Weighted Method",30/03/1964
SCF/CME_SI1_FB,SCF,CME,SI,1,FB,NYMEX Silver,"Roll on First Day of Month, Backwards Panama Canal Method",30/03/1964
SCF/CME_SI1_FF,SCF,CME,SI,1,FF,NYMEX Silver,"Roll on First Day of Month, Forwards Panama Canal Method",30/03/1964
SCF/CME_SI1_FN,SCF,CME,SI,1,FN,NYMEX Silver,"Roll on First Day of Month, No Price Adjustment",30/03/1964
SCF/CME_SI1_FR,SCF,CME,SI,1,FR,NYMEX Silver,"Roll on First Day of Month, Backwards Ratio Method",30/03/1964
SCF/CME_SI1_FW,SCF,CME,SI,1,FW,NYMEX Silver,"Roll on First Day of Month, Calendar-Weighted Method",30/03/1964
SCF/CME_SI1_OB,SCF,CME,SI,1,OB,NYMEX Silver,"Roll on Open Interest Switch, Backwards Panama Canal Method",30/03/1964
SCF/CME_SI1_OF,SCF,CME,SI,1,OF,NYMEX Silver,"Roll on Open Interest Switch, Forwards Panama Canal Method",30/03/1964
SCF/CME_SI1_ON,SCF,CME,SI,1,ON,NYMEX Silver,"Roll on Open Interest Switch, No Price Adjustment",30/03/1964
SCF/CME_SI1_OR,SCF,CME,SI,1,OR,NYMEX Silver,"Roll on Open Interest Switch, Backwards Ratio Method",30/03/1964
SCF/CME_CL1_EB,SCF,CME,CL,1,EB,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL1_EF,SCF,CME,CL,1,EF,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL1_EN,SCF,CME,CL,1,EN,NYMEX WTI Crude Oil,"Roll on Last Trading Day, No Price Adjustment",18/05/1983
SCF/CME_CL1_ER,SCF,CME,CL,1,ER,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Backwards Ratio Method",18/05/1983
SCF/CME_CL1_EW,SCF,CME,CL,1,EW,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Calendar-Weighted Method",18/05/1983
SCF/CME_CL1_FB,SCF,CME,CL,1,FB,NYMEX WTI Crude Oil,"Roll on First Day of Month, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL1_FF,SCF,CME,CL,1,FF,NYMEX WTI Crude Oil,"Roll on First Day of Month, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL1_FN,SCF,CME,CL,1,FN,NYMEX WTI Crude Oil,"Roll on First Day of Month, No Price Adjustment",18/05/1983
SCF/CME_CL1_FR,SCF,CME,CL,1,FR,NYMEX WTI Crude Oil,"Roll on First Day of Month, Backwards Ratio Method",18/05/1983
SCF/CME_CL1_FW,SCF,CME,CL,1,FW,NYMEX WTI Crude Oil,"Roll on First Day of Month, Calendar-Weighted Method",18/05/1983
SCF/CME_CL1_OB,SCF,CME,CL,1,OB,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL1_OF,SCF,CME,CL,1,OF,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL1_ON,SCF,CME,CL,1,ON,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, No Price Adjustment",18/05/1983
SCF/CME_CL1_OR,SCF,CME,CL,1,OR,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Backwards Ratio Method",18/05/1983
SCF/CME_CL2_EB,SCF,CME,CL,2,EB,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL2_EF,SCF,CME,CL,2,EF,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL2_EN,SCF,CME,CL,2,EN,NYMEX WTI Crude Oil,"Roll on Last Trading Day, No Price Adjustment",18/05/1983
SCF/CME_CL2_ER,SCF,CME,CL,2,ER,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Backwards Ratio Method",18/05/1983
SCF/CME_CL2_EW,SCF,CME,CL,2,EW,NYMEX WTI Crude Oil,"Roll on Last Trading Day, Calendar-Weighted Method",18/05/1983
SCF/CME_CL2_FB,SCF,CME,CL,2,FB,NYMEX WTI Crude Oil,"Roll on First Day of Month, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL2_FF,SCF,CME,CL,2,FF,NYMEX WTI Crude Oil,"Roll on First Day of Month, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL2_FN,SCF,CME,CL,2,FN,NYMEX WTI Crude Oil,"Roll on First Day of Month, No Price Adjustment",18/05/1983
SCF/CME_CL2_FR,SCF,CME,CL,2,FR,NYMEX WTI Crude Oil,"Roll on First Day of Month, Backwards Ratio Method",18/05/1983
SCF/CME_CL2_FW,SCF,CME,CL,2,FW,NYMEX WTI Crude Oil,"Roll on First Day of Month, Calendar-Weighted Method",18/05/1983
SCF/CME_CL2_OB,SCF,CME,CL,2,OB,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",18/05/1983
SCF/CME_CL2_OF,SCF,CME,CL,2,OF,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",18/05/1983
SCF/CME_CL2_ON,SCF,CME,CL,2,ON,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, No Price Adjustment",18/05/1983
SCF/CME_CL2_OR,SCF,CME,CL,2,OR,NYMEX WTI Crude Oil,"Roll on Open Interest Switch, Backwards Ratio Method",18/05/1983
